total_loans,total_loan_volume,overall_default_rate,avg_loan_amount,avg_interest_rate,avg_dti,avg_fico,total_defaulted_loans,total_defaulted_amount
1348099,19424757025.0,0.19980728418313493,14408.998912542773,13.241562422344355,18.119757621658348,698.1623018784229,269360,4187959975.0
